Name,Price,Loan,Cards,Overdraft,Remarketing,C1_UC,C2_UC,C3_UC,C4_UC,C5_UC,C6_UC,C1_Elig,C2_Elig,C3_Elig,C4_Elig,C5_Elig,C6_Elig,C1_Mean_profit,C2_Mean_profit,C3_Mean_profit,C4_Mean_profit,C5_Mean_profit,C6_Mean_profit,C1_ROI,C2_ROI,C3_ROI,C4_ROI,C5_ROI,C6_ROI
Lorem,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Laputa,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Totoro,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tokion,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Howl,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dante,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mugen,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Landa,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Michigo,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Bezeda,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Avra,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Antas,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lampe,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evge,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Renter,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mastora,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Langed,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Verdiana,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mustafa,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Liona,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Kinga,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Baltara,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Abader,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Labdar,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mandor,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lendor,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fera,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Sing,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lostia,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Quens,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Latka,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Valdez,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Links,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Fords,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Inders,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Angor,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Allst,14000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlyt,13000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Noksar,27000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Simp,30000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Lorem,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ipsum,11000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Datum,16000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Mundum,12000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Entelechia,8000,0,0,0,1,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Longs,11000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Evlynea,29000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Dafnia,45000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Tolkien,55000,1,0,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Ringer,33000,0,1,0,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
Eschia,21000,0,0,1,0,3000,500,350,250,200,60,0,0,0,0,0,0,,,,,,,,,,,,
